UKBPPP_ProteinID	olink_target_fullname	OlinkID	UniProt	Assay	Panel	Panel_Lot_Nr	UniProt2	HGNC.symbol	ensembl_id	chr	gene_start	gene_end	Strand	Dilution_factor	block	expansion
NDUFB7:P17568:OID31521:v1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	OID31521	P17568	NDUFB7	Oncology_II	B20705	P17568	NDUFB7	ENSG00000099795	19	14566078	14572066	-1	1:1	D	yes
NEB:P20929:OID30105:v1	Nebulin	OID30105	P20929	NEB	Cardiometabolic_II	B20706	P20929	NEB	ENSG00000183091	2	151485336	151734487	-1	1:1	A	yes
NECAP2:Q9NVZ3:OID30089:v1	Adaptin ear-binding coat-associated protein 2	OID30089	Q9NVZ3	NECAP2	Cardiometabolic_II	B20706	Q9NVZ3	NECAP2	ENSG00000157191	1	16440721	16460078	1	1:1	A	yes
NECTIN1:Q15223:OID30545:v1	Nectin-1	OID30545	Q15223	NECTIN1	Inflammation_II	B20704	Q15223	NECTIN1	ENSG00000110400	11	119623408	119729200	-1	1:1	A	yes
NEDD4L:Q96PU5:OID30521:v1	E3 ubiquitin-protein ligase NEDD4-like	OID30521	Q96PU5	NEDD4L	Inflammation_II	B20704	Q96PU5	NEDD4L	ENSG00000049759	18	58044226	58401540	1	1:1	A	yes
NEDD9:Q14511:OID30503:v1	Enhancer of filamentation 1	OID30503	Q14511	NEDD9	Inflammation_II	B20704	Q14511	NEDD9	ENSG00000111859	6	11183298	11382348	-1	1:1	A	yes
NEK7:Q8TDX7:OID31250:v1	Serine/threonine-protein kinase Nek7	OID31250	Q8TDX7	NEK7	Oncology_II	B20705	Q8TDX7	NEK7	ENSG00000151414	1	198156994	198322420	1	1:1	B	yes
NENF:Q9UMX5:OID31354:v1	Neudesin	OID31354	Q9UMX5	NENF	Oncology_II	B20705	Q9UMX5	NENF	ENSG00000117691	1	212432920	212446379	1	1:1	C	yes
NEO1:Q92859:OID31066:v1	Neogenin	OID31066	Q92859	NEO1	Neurology_II	B20707	Q92859	NEO1	ENSG00000067141	15	73051710	73305205	1	1:1	C	yes
NEXN:Q0ZGT2:OID30678:v1	Nexilin	OID30678	Q0ZGT2	NEXN	Inflammation_II	B20704	Q0ZGT2	NEXN	ENSG00000162614	1	77888513	77943895	1	1:1000	C	yes
NFAT5:O94916:OID30522:v1	Nuclear factor of activated T-cells 5	OID30522	O94916	NFAT5	Inflammation_II	B20704	O94916	NFAT5	ENSG00000102908	16	69565094	69704666	1	1:1	A	yes
NFE2:Q16621:OID30268:v1	Transcription factor NF-E2 45 kDa subunit	OID30268	Q16621	NFE2	Cardiometabolic_II	B20706	Q16621	NFE2	ENSG00000123405	12	54292111	54301015	-1	1:1	B	yes
NFIC:P08651:OID30988:v1	Nuclear factor 1 C-type	OID30988	P08651	NFIC	Neurology_II	B20707	P08651	NFIC	ENSG00000141905	19	3314403	3469217	1	1:1	C	yes
NFKB1:P19838:OID30160:v1	Nuclear factor NF-kappa-B p105 subunit	OID30160	P19838	NFKB1	Cardiometabolic_II	B20706	P19838	NFKB1	ENSG00000109320	4	102501330	102617302	1	1:1	A	yes
NFKB2:Q00653:OID31258:v1	Nuclear factor NF-kappa-B p100 subunit	OID31258	Q00653	NFKB2	Oncology_II	B20705	Q00653	NFKB2	ENSG00000077150	10	102394110	102402524	1	1:1	B	yes
NFU1:Q9UMS0:OID31510:v1	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	OID31510	Q9UMS0	NFU1	Oncology_II	B20705	Q9UMS0	NFU1	ENSG00000169599	2	69396113	69437628	-1	1:1	D	yes
NFX1:Q12986:OID30158:v1	Transcriptional repressor NF-X1	OID30158	Q12986	NFX1	Cardiometabolic_II	B20706	Q12986	NFX1	ENSG00000086102	9	33290512	33371157	1	1:1	A	yes
NFYA:P23511:OID30134:v1	Nuclear transcription factor Y subunit alpha	OID30134	P23511	NFYA	Cardiometabolic_II	B20706	P23511	NFYA	ENSG00000001167	6	41072974	41102403	1	1:1	A	yes
NGFR:P08138:OID30300:v1	Tumor necrosis factor receptor superfamily member 16	OID30300	P08138	NGFR	Cardiometabolic_II	B20706	P08138	NGFR	ENSG00000064300	17	49495293	49515008	1	1:10	C	yes
NGRN:Q9NPE2:OID31115:v1	Neugrin	OID31115	Q9NPE2	NGRN	Neurology_II	B20707	Q9NPE2	NGRN	ENSG00000182768	15	90265659	90275778	1	1:1	D	yes
NHLRC3:Q5JS37:OID30614:v1	NHL repeat-containing protein 3	OID30614	Q5JS37	NHLRC3	Inflammation_II	B20704	Q5JS37	NHLRC3	ENSG00000188811	13	39038306	39050109	1	1:10	B	yes
NIT1:Q86X76:OID30252:v1	Deaminated glutathione amidase	OID30252	Q86X76	NIT1	Cardiometabolic_II	B20706	Q86X76	NIT1	ENSG00000158793	1	161118086	161125445	1	1:1	B	yes
NIT2:Q9NQR4:OID30336:v1	Omega-amidase NIT2	OID30336	Q9NQR4	NIT2	Cardiometabolic_II	B20706	Q9NQR4	NIT2	ENSG00000114021	3	100334739	100361635	1	1:10	C	yes
NLGN1:Q8N2Q7:OID30900:v1	Neuroligin-1	OID30900	Q8N2Q7	NLGN1	Neurology_II	B20707	Q8N2Q7	NLGN1	ENSG00000169760	3	173396284	174294372	1	1:1	B	yes
NLGN2:Q8NFZ4:OID30878:v1	Neuroligin-2	OID30878	Q8NFZ4	NLGN2	Neurology_II	B20707	Q8NFZ4	NLGN2	ENSG00000169992	17	7404874	7419860	1	1:1	A	yes
NME1:P15531:OID30451:v1	Nucleoside diphosphate kinase A	OID30451	P15531	NME1	Inflammation_II	B20704	P15531	NME1	ENSG00000239672	17	51153559	51162428	1	1:1	A	yes
NMI:Q13287:OID31378:v1	N-myc-interactor	OID31378	Q13287	NMI	Oncology_II	B20705	Q13287	NMI	ENSG00000123609	2	151270470	151289894	-1	1:1	C	yes
NMRK2:Q9NPI5:OID31163:v1	Nicotinamide riboside kinase 2	OID31163	Q9NPI5	NMRK2	Oncology_II	B20705	Q9NPI5	NMRK2	ENSG00000077009	19	3933069	3942416	1	1:1	A	yes
NMT1:P30419:OID31021:v1	Glycylpeptide N-tetradecanoyltransferase 1	OID31021	P30419	NMT1	Neurology_II	B20707	P30419	NMT1	ENSG00000136448	17	44957992	45109016	1	1:1	C	yes
NOP56:O00567:OID30055:v1	Nucleolar protein 56	OID30055	O00567	NOP56	Cardiometabolic_II	B20706	O00567	NOP56	ENSG00000101361	20	2652593	2658393	1	1:1	A	yes
NOS2:P35228:OID30087:v1	Nitric oxide synthase, inducible	OID30087	P35228	NOS2	Cardiometabolic_II	B20706	P35228	NOS2	ENSG00000007171	17	27756766	27800529	-1	1:1	A	yes
NOTCH2:Q04721:OID30407:v1	Neurogenic locus notch homolog protein 2	OID30407	Q04721	NOTCH2	Cardiometabolic_II	B20706	Q04721	NOTCH2	ENSG00000134250	1	119911553	120100779	-1	1:100	D	yes
NPC2:P61916:OID30418:v1	NPC intracellular cholesterol transporter 2	OID30418	P61916	NPC2	Cardiometabolic_II	B20706	P61916	NPC2	ENSG00000119655	14	74476192	74494177	-1	1:100	D	yes
NPHS1:O60500:OID30540:v1	Nephrin	OID30540	O60500	NPHS1	Inflammation_II	B20704	O60500	NPHS1	ENSG00000161270	19	35825372	35869287	-1	1:1	A	yes
NPHS2:Q9NP85:OID30462:v1	Podocin	OID30462	Q9NP85	NPHS2	Inflammation_II	B20704	Q9NP85	NPHS2	ENSG00000116218	1	179550539	179575952	-1	1:1	A	yes
NPL:Q9BXD5:OID30329:v1	N-acetylneuraminate lyase	OID30329	Q9BXD5	NPL	Cardiometabolic_II	B20706	Q9BXD5	NPL	ENSG00000135838	1	182789293	182830384	1	1:10	C	yes
NPR1:P16066:OID30116:v1	Atrial natriuretic peptide receptor 1	OID30116	P16066	NPR1	Cardiometabolic_II	B20706	P16066	NPR1	ENSG00000169418	1	153678688	153693992	1	1:1	A	yes
NPTX2:P47972:OID30390:v1	Neuronal pentraxin-2	OID30390	P47972	NPTX2	Cardiometabolic_II	B20706	P47972	NPTX2	ENSG00000106236	7	98617285	98629869	1	1:100	D	yes
NRGN:Q92686:OID30674:v1	Neurogranin	OID30674	Q92686	NRGN	Inflammation_II	B20704	Q92686	NRGN	ENSG00000154146	11	124739942	124747210	1	1:1000	C	yes
NRN1:Q9NPD7:OID30983:v1	Neuritin	OID30983	Q9NPD7	NRN1	Neurology_II	B20707	Q9NPD7	NRN1	ENSG00000124785	6	5997999	6007605	-1	1:1	C	yes
NRXN3:Q9Y4C0:OID30901:v1	Neurexin-3	OID30901	Q9Y4C0	NRXN3	Neurology_II	B20707	Q9Y4C0	NRXN3	ENSG00000021645	14	78170373	79868291	1	1:1	B	yes
NT5C:Q8TCD5:OID30294:v1	5'(3')-deoxyribonucleotidase, cytosolic type	OID30294	Q8TCD5	NT5C	Cardiometabolic_II	B20706	Q8TCD5	NT5C	ENSG00000125458	17	75130225	75131757	-1	1:10	C	yes
NT5C1A:Q9BXI3:OID31102:v1	Cytosolic 5'-nucleotidase 1A	OID31102	Q9BXI3	NT5C1A	Neurology_II	B20707	Q9BXI3	NT5C1A	ENSG00000116981	1	39651229	39672107	-1	1:1	D	yes
NUBP1:P53384:OID31412:v1	Cytosolic Fe-S cluster assembly factor NUBP1	OID31412	P53384	NUBP1	Oncology_II	B20705	P53384	NUBP1	ENSG00000103274	16	10743786	10769351	1	1:1	C	yes
NUDT10:Q8NFP7:OID30198:v1	Diphosphoinositol polyphosphate phosphohydrolase 3-alpha	OID30198	Q8NFP7	NUDT10	Cardiometabolic_II	B20706	Q8NFP7	NUDT10	ENSG00000122824	X	51332231	51337525	1	1:1	B	yes
NUDT15:Q9NV35:OID30102:v1	Nucleotide triphosphate diphosphatase NUDT15	OID30102	Q9NV35	NUDT15	Cardiometabolic_II	B20706	Q9NV35	NUDT15	ENSG00000136159	13	48037726	48047221	1	1:1	A	yes
NUDT16:Q96DE0:OID31484:v1	U8 snoRNA-decapping enzyme	OID31484	Q96DE0	NUDT16	Oncology_II	B20705	Q96DE0	NUDT16	ENSG00000198585	3	131381671	131388830	1	1:1	D	yes
NUMB:P49757:OID30568:v1	Protein numb homolog	OID30568	P49757	NUMB	Inflammation_II	B20704	P49757	NUMB	ENSG00000133961	14	73275107	73458617	-1	1:1	A	yes
NUP50:Q9UKX7:OID30100:v1	Nuclear pore complex protein Nup50	OID30100	Q9UKX7	NUP50	Cardiometabolic_II	B20706	Q9UKX7	NUP50	ENSG00000093000	22	45163925	45188017	1	1:1	A	yes
NXPE4:Q6UWF7:OID30076:v1	NXPE family member 4	OID30076	Q6UWF7	NXPE4	Cardiometabolic_II	B20706	Q6UWF7	NXPE4	ENSG00000137634	11	114570591	114595786	-1	1:1	A	yes
NXPH3:O95157:OID30565:v1	Neurexophilin-3	OID30565	O95157	NXPH3	Inflammation_II	B20704	O95157	NXPH3	ENSG00000182575	17	49575871	49583827	1	1:1	A	yes
OCLN:Q16625:OID31069:v1	Occludin	OID31069	Q16625	OCLN	Neurology_II	B20707	Q16625	OCLN	ENSG00000197822	5	69492292	69558104	1	1:1	C	yes
OFD1:O75665:OID31268:v1	Oral-facial-digital syndrome 1 protein	OID31268	O75665	OFD1	Oncology_II	B20705	O75665	OFD1	ENSG00000046651	X	13734743	13777955	1	1:1	B	yes
OGA:O60502:OID31465:v1	Protein O-GlcNAcase	OID31465	O60502	OGA	Oncology_II	B20705	O60502	OGA	ENSG00000198408	10	101784443	101818465	-1	1:1	D	yes
OGT:O15294:OID31300:v1	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OID31300	O15294	OGT	Oncology_II	B20705	O15294	OGT	ENSG00000147162	X	71533087	71575892	1	1:1	B	yes
OLFM4:Q6UX06:OID30665:v1	Olfactomedin-4	OID30665	Q6UX06	OLFM4	Inflammation_II	B20704	Q6UX06	OLFM4	ENSG00000102837	13	53028813	53052057	1	1:10	B	yes
OMP:P47874:OID30835:v1	Olfactory marker protein	OID30835	P47874	OMP	Neurology_II	B20707	P47874	OMP	ENSG00000254550	11	77102840	77103331	1	1:1	A	yes
OPHN1:O60890:OID31087:v1	Oligophrenin-1	OID31087	O60890	OPHN1	Neurology_II	B20707	O60890	OPHN1	ENSG00000079482	X	67949349	68433913	-1	1:1	D	yes
OPLAH:O14841:OID30201:v1	5-oxoprolinase	OID30201	O14841	OPLAH	Cardiometabolic_II	B20706	O14841	OPLAH	ENSG00000178814	8	144051266	144063965	-1	1:1	B	yes
ORM1:P02763:OID30768:v1	Alpha-1-acid glycoprotein 1	OID30768	P02763	ORM1	Inflammation_II	B20704	P02763	ORM1	ENSG00000229314	9	114323098	114326479	1	1:100000	D	yes
OSBPL2:Q9H1P3:OID31085:v1	Oxysterol-binding protein-related protein 2	OID31085	Q9H1P3	OSBPL2	Neurology_II	B20707	Q9H1P3	OSBPL2	ENSG00000130703	20	62231922	62296213	1	1:1	D	yes
OSTN:P61366:OID30909:v1	Osteocrin	OID30909	P61366	OSTN	Neurology_II	B20707	P61366	OSTN	ENSG00000188729	3	191199241	191265615	1	1:1	B	yes
OTOA:Q7RTW8:OID30825:v1	Otoancorin	OID30825	Q7RTW8	OTOA	Neurology_II	B20707	Q7RTW8	OTOA	ENSG00000155719	16	21663968	21761935	1	1:1	A	yes
OTUD6B:Q8N6M0:OID31487:v1	Deubiquitinase OTUD6B	OID31487	Q8N6M0	OTUD6B	Oncology_II	B20705	Q8N6M0	OTUD6B	ENSG00000155100	8	91070196	91087095	1	1:1	D	yes
OTUD7B:Q6GQQ9:OID31064:v1	OTU domain-containing protein 7B	OID31064	Q6GQQ9	OTUD7B	Neurology_II	B20707	Q6GQQ9	OTUD7B	ENSG00000264522	1	149937812	150010726	-1	1:1	C	yes
OXCT1:P55809:OID30227:v1	Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial	OID30227	P55809	OXCT1	Cardiometabolic_II	B20706	P55809	OXCT1	ENSG00000083720	5	41730065	41870425	-1	1:1	B	yes
PACS2:Q86VP3:OID30186:v1	Phosphofurin acidic cluster sorting protein 2	OID30186	Q86VP3	PACS2	Cardiometabolic_II	B20706	Q86VP3	PACS2	ENSG00000179364	14	105300563	105398147	1	1:1	A	yes
PAFAH1B3:Q15102:OID30998:v1	Platelet-activating factor acetylhydrolase IB subunit alpha1	OID30998	Q15102	PAFAH1B3	Neurology_II	B20707	Q15102	PAFAH1B3	ENSG00000079462	19	42297033	42303546	-1	1:1	C	yes
PAFAH2:Q99487:OID31286:v1	Platelet-activating factor acetylhydrolase 2, cytoplasmic	OID31286	Q99487	PAFAH2	Oncology_II	B20705	Q99487	PAFAH2	ENSG00000158006	1	25959767	25998117	-1	1:1	B	yes
PAGR1:Q9BTK6:OID30206:v1	PAXIP1-associated glutamate-rich protein 1	OID30206	Q9BTK6	PAGR1	Cardiometabolic_II	B20706	Q9BTK6	PAGR1	ENSG00000280789	16	29816152	29822489	1	1:1	B	yes
PAIP2B:Q9ULR5:OID31228:v1	Polyadenylate-binding protein-interacting protein 2B	OID31228	Q9ULR5	PAIP2B	Oncology_II	B20705	Q9ULR5	PAIP2B	ENSG00000124374	2	71182738	71227103	-1	1:1	A	yes
PALLD:Q8WX93:OID30444:v1	Palladin	OID30444	Q8WX93	PALLD	Inflammation_II	B20704	Q8WX93	PALLD	ENSG00000129116	4	168497052	168928457	1	1:1	A	yes
PALM:O75781:OID31515:v1	Paralemmin-1	OID31515	O75781	PALM	Oncology_II	B20705	O75781	PALM	ENSG00000099864	19	708935	748329	1	1:1	D	yes
PALM2:Q8IXS6:OID31096:v1	Paralemmin-2	OID31096	Q8IXS6	PALM2	Neurology_II	B20707	Q8IXS6	PALM2AKAP2	ENSG00000157654	9	109498325	110172512	1	1:1	D	yes
PALM3:A6NDB9:OID30182:v1	Paralemmin-3	OID30182	A6NDB9	PALM3	Cardiometabolic_II	B20706	A6NDB9	PALM3	ENSG00000187867	19	14053363	14062076	-1	1:1	A	yes
PARD3:Q8TEW0:OID31301:v1	Partitioning defective 3 homolog	OID31301	Q8TEW0	PARD3	Oncology_II	B20705	Q8TEW0	PARD3	ENSG00000148498	10	34109560	34815325	-1	1:1	B	yes
PAXX:Q9BUH6:OID30591:v1	Protein PAXX	OID30591	Q9BUH6	PAXX	Inflammation_II	B20704	Q9BUH6	PAXX	ENSG00000148362	9	136992422	136993984	1	1:10	B	yes
PBK:Q96KB5:OID31158:v1	Lymphokine-activated killer T-cell-originated protein kinase	OID31158	Q96KB5	PBK	Oncology_II	B20705	Q96KB5	PBK	ENSG00000168078	8	27809624	27838082	-1	1:1	A	yes
PBXIP1:Q96AQ6:OID31435:v1	Pre-B-cell leukemia transcription factor-interacting protein 1	OID31435	Q96AQ6	PBXIP1	Oncology_II	B20705	Q96AQ6	PBXIP1	ENSG00000163346	1	154944076	154956123	-1	1:1	D	yes
PCARE:A6NGG8:OID30838:v1	Photoreceptor cilium actin regulator	OID30838	A6NGG8	PCARE	Neurology_II	B20707	A6NGG8	PCARE	ENSG00000179270	2	29060976	29074523	-1	1:1	A	yes
PCBD1:P61457:OID30610:v1	Pterin-4-alpha-carbinolamine dehydratase	OID30610	P61457	PCBD1	Inflammation_II	B20704	P61457	PCBD1	ENSG00000166228	10	70882280	70888565	-1	1:10	B	yes
PCBP2:Q15366:OID31003:v1	Poly(rC)-binding protein 2	OID31003	Q15366	PCBP2	Neurology_II	B20707	Q15366	PCBP2	ENSG00000197111	12	53452102	53481162	1	1:1	C	yes
PCDH12:Q9NPG4:OID31045:v1	Protocadherin-12	OID31045	Q9NPG4	PCDH12	Neurology_II	B20707	Q9NPG4	PCDH12	ENSG00000113555	5	141943581	141969741	-1	1:1	C	yes
PCDH7:O60245:OID31456:v1	Protocadherin-7	OID31456	O60245	PCDH7	Oncology_II	B20705	O60245	PCDH7	ENSG00000169851	4	30720369	31146805	1	1:1	D	yes
PCDH9:Q9HC56:OID31516:v1	Protocadherin-9	OID31516	Q9HC56	PCDH9	Oncology_II	B20705	Q9HC56	PCDH9	ENSG00000184226	13	66302834	67230445	-1	1:1	D	yes
PCDHB15:Q9Y5E8:OID31377:v1	Protocadherin beta-15	OID31377	Q9Y5E8	PCDHB15	Oncology_II	B20705	Q9Y5E8	PCDHB15	ENSG00000113248	5	141245395	141249365	1	1:1	C	yes
PCNA:P12004:OID31161:v1	Proliferating cell nuclear antigen	OID31161	P12004	PCNA	Oncology_II	B20705	P12004	PCNA	ENSG00000132646	20	5114953	5126626	-1	1:1	A	yes
PCSK7:Q16549:OID31410:v1	Proprotein convertase subtilisin/kexin type 7	OID31410	Q16549	PCSK7	Oncology_II	B20705	Q16549	PCSK7	ENSG00000160613	11	117204337	117232525	-1	1:1	C	yes
PCYT2:Q99447:OID31519:v1	Ethanolamine-phosphate cytidylyltransferase	OID31519	Q99447	PCYT2	Oncology_II	B20705	Q99447	PCYT2	ENSG00000185813	17	81900958	81911432	-1	1:1	D	yes
PDAP1:Q13442:OID30323:v1	28 kDa heat- and acid-stable phosphoprotein	OID30323	Q13442	PDAP1	Cardiometabolic_II	B20706	Q13442	PDAP1	ENSG00000106244	7	99392048	99408597	-1	1:10	C	yes
PDCL2:Q8N4E4:OID31168:v1	Phosducin-like protein 2	OID31168	Q8N4E4	PDCL2	Oncology_II	B20705	Q8N4E4	PDCL2	ENSG00000163440	4	55556519	55592245	-1	1:1	A	yes
PDE1C:Q14123:OID31201:v1	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C	OID31201	Q14123	PDE1C	Oncology_II	B20705	Q14123	PDE1C	ENSG00000154678	7	31751179	32428131	-1	1:1	A	yes
PDE4D:Q08499:OID30084:v1	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	OID30084	Q08499	PDE4D	Cardiometabolic_II	B20706	Q08499	PDE4D	ENSG00000113448	5	58969038	60522120	-1	1:1	A	yes
PDE5A:O76074:OID30584:v1	cGMP-specific 3',5'-cyclic phosphodiesterase	OID30584	O76074	PDE5A	Inflammation_II	B20704	O76074	PDE5A	ENSG00000138735	4	119494397	119628804	-1	1:10	B	yes
PDIA2:Q13087:OID31214:v1	Protein disulfide-isomerase A2	OID31214	Q13087	PDIA2	Oncology_II	B20705	Q13087	PDIA2	ENSG00000185615	16	283164	287215	1	1:1	A	yes
PDIA3:P30101:OID30573:v1	Protein disulfide-isomerase A3	OID30573	P30101	PDIA3	Inflammation_II	B20704	P30101	PDIA3	ENSG00000167004	15	43746394	43773279	1	1:10	B	yes
PDIA4:P13667:OID30375:v1	Protein disulfide-isomerase A4	OID30375	P13667	PDIA4	Cardiometabolic_II	B20706	P13667	PDIA4	ENSG00000155660	7	149003062	149028662	-1	1:100	D	yes
PDIA5:Q14554:OID31209:v1	Protein disulfide-isomerase A5	OID31209	Q14554	PDIA5	Oncology_II	B20705	Q14554	PDIA5	ENSG00000065485	3	123067025	123225227	1	1:1	A	yes
PDLIM5:Q96HC4:OID31063:v1	PDZ and LIM domain protein 5	OID31063	Q96HC4	PDLIM5	Neurology_II	B20707	Q96HC4	PDLIM5	ENSG00000163110	4	94451857	94668227	1	1:1	C	yes
PDRG1:Q9NUG6:OID30912:v1	p53 and DNA damage-regulated protein 1	OID30912	Q9NUG6	PDRG1	Neurology_II	B20707	Q9NUG6	PDRG1	ENSG00000088356	20	31944337	31952046	-1	1:1	B	yes
PDXDC1:Q6P996:OID31226:v1	Pyridoxal-dependent decarboxylase domain-containing protein 1	OID31226	Q6P996	PDXDC1	Oncology_II	B20705	Q6P996	PDXDC1	ENSG00000179889	16	14974591	15139339	1	1:1	A	yes
PDZD2:O15018:OID30151:v1	PDZ domain-containing protein 2	OID30151	O15018	PDZD2	Cardiometabolic_II	B20706	O15018	PDZD2	ENSG00000133401	5	31639131	32110932	1	1:1	A	yes
PDZK1:Q5T2W1:OID30550:v1	Na(+)/H(+) exchange regulatory cofactor NHE-RF3	OID30550	Q5T2W1	PDZK1	Inflammation_II	B20704	Q5T2W1	PDZK1	ENSG00000174827	1	145670852	145708148	-1	1:1	A	yes
PECR:Q9BY49:OID30228:v1	Peroxisomal trans-2-enoyl-CoA reductase	OID30228	Q9BY49	PECR	Cardiometabolic_II	B20706	Q9BY49	PECR	ENSG00000115425	2	215996329	216082955	-1	1:1	B	yes
PENK:P01210:OID30666:v1	Proenkephalin-A	OID30666	P01210	PENK	Inflammation_II	B20704	P01210	PENK	ENSG00000181195	8	56436674	56446671	-1	1:10	B	yes
PEPD:P12955:OID30688:v1	Xaa-Pro dipeptidase	OID30688	P12955	PEPD	Inflammation_II	B20704	P12955	PEPD	ENSG00000124299	19	33386950	33521823	-1	1:1000	C	yes
PER3:P56645:OID30511:v1	Period circadian protein homolog 3	OID30511	P56645	PER3	Inflammation_II	B20704	P56645	PER3	ENSG00000049246	1	7784291	7845177	1	1:1	A	yes
PF4:P02776:OID30764:v1	Platelet factor 4	OID30764	P02776	PF4	Inflammation_II	B20704	P02776	PF4	ENSG00000163737	4	73980811	73982027	-1	1:100000	D	yes
PFDN4:Q9NQP4:OID31212:v1	Prefoldin subunit 4	OID31212	Q9NQP4	PFDN4	Oncology_II	B20705	Q9NQP4	PFDN4	ENSG00000101132	20	54208087	54228052	1	1:1	A	yes
PFDN6:O15212:OID30938:v1	Prefoldin subunit 6	OID30938	O15212	PFDN6	Neurology_II	B20707	O15212	PFDN6	ENSG00000204220	6	33289302	33298401	1	1:1	B	yes
PGA4:P0DJD7:OID30699:v1	Pepsin A-4	OID30699	P0DJD7	PGA4	Inflammation_II	B20704	P0DJD7	PGA4	ENSG00000229183	11	61222347	61231694	1	1:1000	C	yes
PGD:P52209:OID30344:v1	6-phosphogluconate dehydrogenase, decarboxylating	OID30344	P52209	PGD	Cardiometabolic_II	B20706	P52209	PGD	ENSG00000142657	1	10398592	10420511	1	1:10	C	yes
PGLYRP2:Q96PD5:OID30742:v1	N-acetylmuramoyl-L-alanine amidase	OID30742	Q96PD5	PGLYRP2	Inflammation_II	B20704	Q96PD5	PGLYRP2	ENSG00000161031	19	15468645	15498956	-1	1:100000	D	yes
PGLYRP4:Q96LB8:OID30101:v1	Peptidoglycan recognition protein 4	OID30101	Q96LB8	PGLYRP4	Cardiometabolic_II	B20706	Q96LB8	PGLYRP4	ENSG00000163218	1	153330120	153348841	-1	1:1	A	yes
PGM2:Q96G03:OID30904:v1	Phosphoglucomutase-2	OID30904	Q96G03	PGM2	Neurology_II	B20707	Q96G03	PGM2	ENSG00000169299	4	37826660	37862937	1	1:1	B	yes
PGR:P06401:OID30460:v1	Progesterone receptor	OID30460	P06401	PGR	Inflammation_II	B20704	P06401	PGR	ENSG00000082175	11	101029624	101129813	-1	1:1	A	yes
PHACTR2:O75167:OID31009:v1	Phosphatase and actin regulator 2	OID31009	O75167	PHACTR2	Neurology_II	B20707	O75167	PHACTR2	ENSG00000112419	6	143536845	143831185	1	1:1	C	yes
PHLDB1:Q86UU1:OID31467:v1	Pleckstrin homology-like domain family B member 1	OID31467	Q86UU1	PHLDB1	Oncology_II	B20705	Q86UU1	PHLDB1	ENSG00000019144	11	118606440	118658031	1	1:1	D	yes
PHLDB2:Q86SQ0:OID31167:v1	Pleckstrin homology-like domain family B member 2	OID31167	Q86SQ0	PHLDB2	Oncology_II	B20705	Q86SQ0	PHLDB2	ENSG00000144824	3	111732497	111976517	1	1:1	A	yes
PHYKPL:Q8IUZ5:OID30634:v1	5-phosphohydroxy-L-lysine phospho-lyase	OID30634	Q8IUZ5	PHYKPL	Inflammation_II	B20704	Q8IUZ5	PHYKPL	ENSG00000175309	5	178208471	178232802	-1	1:10	B	yes
PI16:Q6UXB8:OID30676:v1	Peptidase inhibitor 16	OID30676	Q6UXB8	PI16	Inflammation_II	B20704	Q6UXB8	PI16	ENSG00000164530	6	36948263	36964837	1	1:1000	C	yes
PIBF1:Q8WXW3-4:OID31061:v1	Progesterone-induced-blocking factor 1, Isoform 4	OID31061	Q8WXW3-4	PIBF1	Neurology_II	B20707	Q8WXW3	PIBF1	ENSG00000083535	13	72782133	73016461	1	1:1	C	yes
PIKFYVE:Q9Y2I7:OID30465:v1	1-phosphatidylinositol 3-phosphate 5-kinase	OID30465	Q9Y2I7	PIKFYVE	Inflammation_II	B20704	Q9Y2I7	PIKFYVE	ENSG00000115020	2	208266255	208358746	1	1:1	A	yes
PINLYP:A6NC86:OID30651:v1	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein	OID30651	A6NC86	PINLYP	Inflammation_II	B20704	A6NC86	PINLYP	ENSG00000234465	19	43575801	43583964	1	1:10	B	yes
PITHD1:Q9GZP4:OID31215:v1	PITH domain-containing protein 1	OID31215	Q9GZP4	PITHD1	Oncology_II	B20705	Q9GZP4	PITHD1	ENSG00000057757	1	23778418	23788232	1	1:1	A	yes
PKD1:P98161:OID30328:v1	Polycystin-1	OID30328	P98161	PKD1	Cardiometabolic_II	B20706	P98161	PKD1	ENSG00000008710	16	2088708	2135898	-1	1:10	C	yes
PKD2:Q13563:OID30184:v1	Polycystin-2	OID30184	Q13563	PKD2	Cardiometabolic_II	B20706	Q13563	PKD2	ENSG00000118762	4	88007635	88077777	1	1:1	A	yes
PKN3:Q6P5Z2:OID31311:v1	Serine/threonine-protein kinase N3	OID31311	Q6P5Z2	PKN3	Oncology_II	B20705	Q6P5Z2	PKN3	ENSG00000160447	9	128702503	128720916	1	1:1	B	yes
PLB1:Q6P1J6:OID31110:v1	Phospholipase B1, membrane-associated	OID31110	Q6P1J6	PLB1	Neurology_II	B20707	Q6P1J6	PLB1	ENSG00000163803	2	28457145	28644142	1	1:1	D	yes
